KIC,KOI,Rp/Rs,e_Rp/Rs,Radius,e_Radius,Period,e_Period,a,e_a,Flux,e_Flux,CDPP,b
8242769,7875.01,1.293,0.140,1.321,0.199,21.971157400,0.000604100,0.14894,0.00429,31.1409,3.6014,153.867,0.10810
8247638,907.04,3.058,0.192,2.436,0.258,99.641596200,0.000663700,0.39200,0.01158,2.9191,0.3183,128.069,0.01816
8247638,907.03,1.558,0.096,1.244,0.115,4.790908090,0.000022820,0.05228,0.00158,165.4941,18.6889,128.069,0.10839
8247638,907.01,3.126,0.173,2.533,0.231,16.514109890,0.000033870,0.11868,0.00326,31.9763,3.1699,128.069,0.42893
8247638,907.02,3.589,0.347,2.877,0.367,30.132929800,0.000101300,0.17667,0.00516,14.5414,1.5266,128.069,1.46673
8247770,2569.01,1.156,0.071,1.238,0.116,8.281570720,0.000073410,0.07852,0.00210,137.8461,13.6514,150.572,0.03249
8247771,2344.01,1.476,0.085,1.112,0.083,1.118547814,0.000003233,0.02053,0.00351,408.4662,318.7045,184.546,0.24000
8248103,7002.01,1.394,0.148,1.808,0.249,4.830141590,0.000018610,0.05633,0.00160,360.4599,41.7742,98.671,0.00812
8255887,908.01,8.806,0.508,10.797,0.903,4.708326451,0.000000730,0.05437,0.00160,288.7950,32.2260,137.508,0.04813
8256882,7003.01,0.839,0.067,1.090,0.123,2.411940570,0.000018390,0.03566,0.00089,984.6720,97.2106,76.643,0.39652
8257205,1986.02,1.470,0.082,1.208,0.111,7.127664170,0.000039860,0.06569,0.00171,77.7362,7.2585,127.120,0.10136
8257205,1986.01,4.475,0.568,3.624,0.558,148.460181900,0.000780200,0.49846,0.01349,1.3481,0.1184,127.120,0.78921
8260218,1066.01,11.062,0.997,13.164,1.775,5.714817603,0.000001249,0.06203,0.00172,240.1192,31.4528,214.970,0.06889
8263545,2822.01,2.285,0.272,2.861,0.396,4.445895080,0.000017500,0.05343,0.00145,412.7868,51.1993,192.670,0.60419
8264402,4037.01,2.523,0.406,3.039,0.540,215.956008000,0.003459000,0.74124,0.01898,3.5917,0.3488,52.251,2.15213
8265218,522.01,3.922,0.281,3.944,0.396,12.829934610,0.000015990,0.10533,0.00289,77.9604,8.6463,156.785,0.48378
8277797,1820.01,1.849,0.060,1.523,0.104,4.337220070,0.000007588,0.04905,0.00144,196.6345,18.6315,83.516,0.05166
8277797,1820.02,1.109,0.050,0.906,0.073,1.653889476,0.000005107,0.02563,0.00066,738.4380,64.0111,83.516,0.21113
8278073,4799.01,0.989,0.083,1.013,0.110,12.072975700,0.000192500,0.10135,0.00245,86.6736,6.5238,89.537,0.28937
8279146,5497.01,0.626,0.068,1.048,0.138,93.359737000,0.001796000,0.45540,0.01298,24.0493,2.1724,29.498,0.05031
8282651,2193.01,2.343,0.126,1.432,0.127,2.361724472,0.000003492,0.03129,0.00515,130.0379,92.6150,175.584,0.00565
8282651,2193.02,2.074,0.445,1.348,0.273,4.162887450,0.000016840,0.04509,0.00868,61.2745,75.8775,175.584,0.17369
8282846,4015.01,3.096,0.184,2.478,0.215,133.303247000,0.001334000,0.46587,0.01128,1.6104,0.1946,155.706,0.06554
8283875,7007.01,1.285,0.104,0.906,0.102,0.800263219,0.000002206,0.01586,0.00251,619.4353,270.2786,163.561,0.08777
8288947,1142.01,2.013,0.107,1.568,0.158,3.755742670,0.000010680,0.04314,0.00126,197.1220,20.8539,169.315,0.11780
8292840,260.01,1.042,0.039,1.410,0.099,10.495663030,0.000026610,0.10080,0.00252,263.5873,26.4299,20.827,0.15100
8292840,260.03,1.184,0.144,1.643,0.215,21.869657140,0.000083090,0.16424,0.00387,97.9753,10.0073,20.827,0.56785
8292840,260.02,1.940,0.117,2.632,0.211,100.283067500,0.000262000,0.44962,0.01160,12.9353,1.3686,20.827,0.62337
8294683,5499.01,1.771,0.158,1.789,0.187,122.584810000,0.011870000,0.45154,0.01318,2.1557,0.2433,170.129,1.05606
8297319,7591.01,1.950,0.148,1.232,0.125,328.322110000,0.013470000,0.81535,0.02049,0.3051,0.0265,106.162,0.23500
8307489,5502.01,1.316,0.081,2.890,0.253,421.981940000,0.016390000,1.27701,0.03627,4.2779,0.4273,41.312,0.10937
8311864,7016.01,1.346,0.082,1.505,0.125,384.847556000,0.007105000,1.02921,0.02610,0.9385,0.0886,42.589,0.03518
8313667,1145.01,2.152,0.095,2.413,0.187,30.587215300,0.000131300,0.19181,0.00468,30.5566,2.8639,83.212,0.01283
8320630,4846.02,1.394,0.138,1.446,0.183,32.526674000,0.000903500,0.19281,0.00537,19.8018,2.2743,131.127,0.58579
8320630,4846.01,1.516,0.341,1.528,0.372,19.254536000,0.000315300,0.13671,0.00431,39.4736,4.1073,131.127,1.21608
8321314,2293.01,1.903,0.086,1.661,0.144,15.033664110,0.000064230,0.11164,0.00289,39.5269,3.7412,136.577,0.00950
8324518,4393.01,1.121,0.090,1.257,0.145,1.628882670,0.000009375,0.02616,0.00078,1022.7811,119.6282,139.612,0.10059
8326342,2680.01,19.468,4333.704,18.796,4620.084,14.407903500,0.000156100,0.11254,0.00309,58.1222,6.4457,233.904,1.58336
8329346,8275.01,4.723,0.436,4.007,0.487,389.875816000,0.007194000,0.96309,0.02609,0.4183,0.0582,334.588,0.16733
8331612,3318.02,3.718,1.235,4.215,1.506,25.697068800,0.000703300,0.16761,0.00453,29.2510,4.5720,377.283,1.38049
8331612,3318.01,3.519,0.623,3.807,0.797,13.835395900,0.000274800,0.11058,0.00285,68.1821,9.5583,377.283,2.20257
8344004,573.02,1.498,0.086,1.521,0.138,2.061908640,0.000005013,0.03141,0.00080,980.3056,90.4253,99.921,0.51053
8344004,573.01,2.788,0.204,2.880,0.263,5.996533443,0.000008385,0.06381,0.00170,240.8145,23.1353,99.921,0.55452
8345384,4399.01,1.715,0.324,1.424,0.277,42.100335100,0.000138900,0.22550,0.00601,11.7136,1.1043,36.975,0.33526
8346392,1141.01,2.542,0.178,1.583,0.123,5.728126160,0.000020770,0.05356,0.00060,33.5953,1.9420,297.074,0.18520
8351704,1146.01,1.917,0.113,0.996,0.064,7.097121240,0.000025960,0.05923,0.00074,16.4607,0.9137,171.079,0.04635
8352009,5506.01,1.571,0.097,1.972,0.198,641.602040000,0.020380000,1.51398,0.03836,0.7285,0.0833,62.934,0.22742
8355178,6178.02,1.477,0.228,1.317,0.243,33.814176000,0.001091000,0.19717,0.00542,17.2080,2.5143,163.537,0.04121
8355178,6178.01,1.736,0.405,1.568,0.386,13.032730100,0.000150000,0.10452,0.00337,64.2973,9.8533,163.537,0.86327
8355239,574.01,3.540,0.289,2.665,0.292,20.134900070,0.000035480,0.13276,0.00363,18.9997,1.9408,100.714,1.12081
8355239,574.02,1.805,0.191,1.373,0.159,10.399861730,0.000045160,0.08519,0.00243,45.0604,3.7857,100.714,1.12713
8359498,127.01,10.437,0.303,10.491,0.729,3.578780566,0.000000183,0.04474,0.00129,397.9631,39.1556,87.346,0.07330
8359569,4667.01,2.148,0.203,2.327,0.329,152.823896000,0.004556000,0.56497,0.01368,3.9152,0.4165,140.117,0.07749
8360041,4854.01,0.903,0.212,0.748,0.191,2.635276770,0.000020900,0.03466,0.00088,370.5897,34.3119,91.099,0.74592
8360640,2982.01,1.695,0.489,1.558,0.434,4.022310900,0.000014980,0.04656,0.00135,257.4911,20.8804,117.491,0.34054
8361905,689.01,2.061,0.065,1.689,0.122,15.873609810,0.000044850,0.11707,0.00371,39.0766,3.4651,51.334,0.37053
8364232,7882.01,1.998,0.202,1.399,0.148,65.415183000,0.001268000,0.27680,0.00319,1.7067,0.1026,178.236,0.28513
8367113,575.01,2.663,0.330,3.410,0.502,24.315740090,0.000073350,0.16930,0.00446,53.5688,4.9258,86.588,0.53222
8367644,1879.01,5.831,0.861,3.368,0.498,22.085515990,0.000041970,0.12872,0.00152,4.1323,0.2325,284.519,0.49535
8374077,6179.01,2.171,0.587,2.449,0.702,16.295784700,0.000254900,0.12545,0.00376,67.6490,8.7420,187.874,0.72225
8376848,4007.01,19.798,457.893,23.445,542.498,11.492711200,0.000142500,0.10102,0.00299,124.9235,15.2675,128.041,8.54349
8378278,5509.01,1.460,0.228,1.865,0.328,28.406342000,0.001038000,0.18433,0.00536,40.9102,4.9124,123.120,0.02695
8379705,2507.01,2.018,0.260,2.437,0.372,11.129697100,0.000091030,0.09842,0.00286,127.2685,20.3972,203.993,0.40813
8394475,7032.01,0.657,0.065,0.625,0.070,3.640492420,0.000021230,0.04558,0.00133,438.0962,45.0843,38.921,0.08122
8394721,152.03,2.560,0.101,3.461,0.323,13.484576680,0.000023000,0.11646,0.00323,159.1097,16.1330,87.010,0.00966
8394721,152.02,2.730,0.108,3.709,0.285,27.402298590,0.000051360,0.18724,0.00454,61.0282,5.1574,87.010,0.02066
8394721,152.01,5.376,0.208,7.413,0.591,52.090816270,0.000042060,0.28809,0.00726,24.8909,2.0037,87.010,0.06330
8394721,152.04,2.312,0.328,3.241,0.489,81.063789500,0.000407700,0.38757,0.01155,14.4016,1.3245,87.010,0.20199
8395660,116.03,0.784,0.189,0.850,0.215,6.164876000,0.000046350,0.06594,0.00187,248.7004,23.2961,44.993,0.76291
8395660,116.01,2.584,0.212,2.721,0.278,13.570782810,0.000015850,0.11188,0.00292,88.5265,8.9189,44.993,1.14270
8395660,116.02,2.797,0.205,2.979,0.315,43.844397210,0.000096130,0.24579,0.00715,18.3830,2.1430,44.993,1.47090
8395660,116.04,1.279,0.207,1.372,0.239,23.980085400,0.000200300,0.16321,0.00475,42.1438,4.4929,44.993,2.59633
8396288,5512.01,3.615,0.534,2.911,0.519,8.585287200,0.000104100,0.07466,0.00203,61.8927,9.6327,586.342,0.02441
8396405,1733.01,2.961,0.230,3.155,0.331,19.181095250,0.000091540,0.13386,0.00379,35.4108,3.8522,240.247,0.00472
8409295,3404.01,1.895,0.145,2.337,0.250,82.292865000,0.001225000,0.37848,0.01046,9.6008,0.8553,115.521,0.14640
8410415,2291.01,2.931,0.647,2.326,0.529,44.299348300,0.000266400,0.22690,0.00600,8.1919,0.8108,134.749,0.59593
8410727,1148.02,1.232,0.189,1.579,0.257,25.263046700,0.000331200,0.17542,0.00473,60.7165,5.5216,69.118,1.03932
8410727,1148.01,1.463,0.206,1.935,0.282,11.476090150,0.000050830,0.10401,0.00300,173.4269,16.3679,69.118,1.12328
8414716,910.01,3.308,0.193,2.735,0.280,5.392026903,0.000006664,0.05478,0.00135,117.9400,14.3905,148.909,0.33221
8415200,2730.01,1.022,0.052,1.332,0.121,4.521586140,0.000022900,0.05477,0.00134,499.1530,48.9108,48.840,0.18780
8415353,5514.01,1.459,1.043,2.503,1.637,102.100752000,0.002542000,0.46712,0.01235,15.5575,1.3536,53.494,0.05467
8416523,4441.01,2.225,0.415,1.637,0.338,0.341842017,0.000000228,0.00854,0.00024,3652.4773,282.0363,84.917,1.88623
8417078,4693.01,0.767,0.050,1.074,0.103,23.622357100,0.000536300,0.16957,0.00461,70.3190,6.7798,41.731,0.38434
8423344,7592.01,3.041,0.724,1.719,0.396,381.979770000,0.039820000,0.85600,0.00912,0.0884,0.0050,248.728,0.28564
8426567,1914.01,2.702,0.488,2.165,0.402,18.930551190,0.000075490,0.12461,0.00312,16.8625,1.5598,171.491,0.56774
8430053,4603.01,1.003,0.078,1.442,0.168,15.951386600,0.000155600,0.13184,0.00332,141.6018,12.5336,64.889,0.07208
8430964,3078.01,1.125,0.103,1.413,0.200,2.986181340,0.000026550,0.04126,0.00099,805.2316,90.0734,144.896,0.23030
8439618,5518.01,3.903,0.268,4.518,0.489,558.218860000,0.011640000,1.32842,0.03584,0.5722,0.0856,210.248,0.00000
8439949,8156.01,2.756,0.476,2.919,0.555,364.982420000,0.011030000,1.01046,0.02685,1.1599,0.1396,71.741,1.86455
8443527,3197.01,0.941,0.352,0.983,0.402,22.599501000,0.001566000,0.16049,0.00408,58.1653,6.2340,43.669,0.09258
8443812,7041.01,1.016,0.100,1.134,0.129,8.361373200,0.000130800,0.07877,0.00187,131.7561,15.7334,109.107,0.05815
8459663,4356.01,3.887,0.255,2.682,0.312,174.510276000,0.002148000,0.57884,0.09112,0.5085,0.3605,346.928,0.03153
8463346,2529.02,3.617,0.662,2.420,0.475,64.001966900,0.000621500,0.28345,0.05270,1.8568,1.8528,324.074,0.78036
8463346,2529.01,3.896,0.534,2.641,0.420,16.797162620,0.000095490,0.11653,0.01830,10.7551,7.6227,324.074,1.89488
8478994,245.01,2.436,0.063,1.866,0.139,39.792200770,0.000030070,0.21197,0.00527,10.5173,0.9743,19.305,0.02072
8478994,245.02,0.929,0.039,0.727,0.061,21.301818630,0.000077990,0.14002,0.00335,24.5419,2.3461,19.305,0.08260
8478994,245.03,0.354,0.028,0.269,0.030,13.366930900,0.000359900,0.10329,0.00248,44.5432,5.0054,19.305,0.60151
8480285,691.01,2.574,0.108,3.761,0.271,29.666316690,0.000059890,0.19772,0.00554,57.6909,5.9067,53.001,0.02048
8480285,691.02,1.104,0.051,1.594,0.125,16.225497500,0.000133500,0.13296,0.00372,127.0639,12.2635,53.001,0.28775
8480582,4386.01,2.190,0.429,1.563,0.316,18.501089800,0.000155700,0.12297,0.00352,18.9859,2.0082,169.775,0.84713
8481129,2402.01,1.882,0.208,1.426,0.180,16.301272700,0.000104700,0.11204,0.00278,20.6119,2.0332,113.094,1.70059
8482059,4247.01,2.635,0.257,3.076,0.381,349.410470000,0.025890000,0.97834,0.02577,1.2193,0.1306,129.883,0.15587
8488381,7888.01,0.579,0.147,0.752,0.184,4.736815600,0.000147000,0.05674,0.00166,466.9041,50.7989,54.683,0.17191
8489260,7889.01,2.730,0.247,2.434,0.310,130.235324000,0.003030000,0.47735,0.01298,2.4137,0.3109,230.558,0.03904
8490993,911.01,2.817,0.288,2.670,0.372,4.093578461,0.000008955,0.04901,0.00134,336.6548,35.2303,173.939,1.89460
8490993,911.02,3.287,0.555,3.124,0.614,105.145959000,0.001997000,0.42574,0.01046,4.5508,0.5558,173.939,2.66008
8491277,234.01,2.973,0.266,3.512,0.474,9.613753160,0.000011430,0.08959,0.00258,163.8353,14.7586,80.763,0.74877
8492026,2016.01,1.868,0.176,2.541,0.285,4.306563890,0.000013640,0.05405,0.00144,644.3699,60.1386,71.033,1.87944
8493354,4505.01,0.892,0.048,1.089,0.093,18.007143800,0.000214700,0.14085,0.00340,95.4306,9.2521,54.661,0.07812
8494617,2389.01,1.249,0.147,1.813,0.249,22.922118100,0.000258000,0.16660,0.00541,74.9805,7.1060,48.489,0.88437
8494783,6180.02,0.674,0.071,1.065,0.148,58.925650000,0.017300000,0.33432,0.00839,43.4739,4.4839,37.517,0.03809
8495415,2362.02,3.304,0.581,2.535,0.492,11.085076580,0.000051490,0.08698,0.00236,36.5555,5.2950,209.264,0.64393
8505670,912.01,3.966,0.165,2.672,0.244,10.848451800,0.000016310,0.08428,0.01627,19.4208,14.9327,162.697,0.21645
8505670,912.02,2.019,0.478,1.383,0.323,6.668332410,0.000034490,0.06515,0.01192,33.2721,31.0297,162.697,0.61092
8507475,4300.01,1.890,0.138,1.425,0.157,3.582738370,0.000023150,0.04132,0.00127,177.7693,23.2125,257.219,0.09437
8507586,5528.01,2.138,0.320,2.684,0.466,201.621794000,0.007555000,0.67632,0.01900,2.5165,0.2747,127.234,0.10272
8509442,2992.01,3.634,0.358,2.201,0.232,82.659517400,0.000544300,0.31377,0.00394,0.8809,0.0518,229.512,0.40819
8540376,7892.01,2.146,0.518,2.681,0.635,10.692115000,0.003313000,0.09872,0.00312,176.0770,19.8001,82.889,1.04152
8543100,1975.01,2.558,0.240,2.636,0.348,7.560522090,0.000026360,0.07390,0.00218,152.0030,23.3187,179.285,0.02176
8547140,1266.01,2.995,0.103,2.008,0.131,11.419261410,0.000023220,0.08991,0.01460,18.1299,15.0995,154.599,0.32411
8547429,2658.01,1.878,0.399,2.261,0.512,11.660166700,0.000102400,0.10368,0.00284,137.3086,16.3712,71.863,4.22935
8547537,5539.01,3.020,0.218,2.684,0.259,374.056970000,0.023850000,0.94669,0.02786,0.4760,0.0575,163.884,0.19990
8552202,914.01,2.587,0.274,2.667,0.372,3.886655224,0.000007822,0.04734,0.00138,378.8324,42.6917,143.582,0.86157
8554701,3315.01,1.412,0.080,1.364,0.115,31.174831100,0.000213100,0.19159,0.00468,24.7828,1.9545,59.231,0.00746
8555967,7894.01,1.875,0.138,1.956,0.230,347.976110000,0.012680000,0.95936,0.02841,1.1150,0.1330,96.256,0.06846
8557374,692.01,1.336,0.059,1.430,0.121,2.462344253,0.000004096,0.03544,0.00109,829.7973,76.6559,49.349,0.03489
8557374,692.02,2.126,0.258,2.282,0.314,4.822969318,0.000005506,0.05568,0.00157,331.8332,33.0116,49.349,0.47465
8558011,577.02,1.034,0.054,0.849,0.079,0.638162933,0.000001922,0.01333,0.00033,2219.5871,197.0072,74.151,0.07973
8558011,577.01,2.650,0.361,2.235,0.311,39.676607100,0.000244600,0.21100,0.00597,8.8363,0.8515,74.151,0.72528
8559152,2488.01,1.113,0.217,1.651,0.341,12.412851800,0.000099370,0.11101,0.00281,188.4278,18.0063,49.350,0.75187
8559644,139.02,1.378,0.118,1.557,0.184,3.341799486,0.000004954,0.04454,0.00123,677.6415,67.0556,56.365,0.45227
8559644,139.01,6.207,0.185,6.876,0.529,224.778935500,0.000256900,0.73283,0.02018,2.4115,0.2434,56.365,0.70799
8561231,2346.01,3.135,0.440,2.859,0.471,28.685321200,0.000202400,0.17651,0.00473,20.4494,2.9687,188.893,2.34293
8564587,1270.02,2.175,0.084,1.805,0.111,11.609085330,0.000025100,0.09291,0.00235,51.4468,4.2600,109.251,0.01687
8564587,1270.01,3.107,0.310,2.613,0.303,5.729317577,0.000004529,0.05806,0.00156,126.9334,13.1190,109.251,0.29137
8564674,2022.01,2.012,0.178,2.093,0.248,5.929722370,0.000069850,0.06370,0.00159,237.4540,24.2057,152.438,0.03503
8564674,2022.02,1.978,0.212,2.028,0.269,12.247612100,0.000230900,0.10296,0.00268,88.7669,9.7210,152.438,0.08743
8565266,578.01,3.555,0.216,3.743,0.341,6.412512953,0.000005036,0.06705,0.00169,214.2253,21.9690,82.181,0.91643
8566113,7061.01,2.999,0.575,6.868,1.442,1.371587993,0.000006964,0.02832,0.00075,10208.6161,983.5983,86.456,2.57567
8570333,2436.01,2.948,0.194,2.651,0.280,84.573334600,0.000654100,0.35124,0.00908,3.5445,0.4107,176.628,0.01469
8571421,5546.01,2.668,0.249,2.983,0.386,514.271499000,0.006193000,1.27937,0.03833,0.8144,0.0852,161.275,0.21049
8574794,5547.01,2.314,0.285,2.227,0.314,571.143020000,0.044640000,1.28645,0.03606,0.3739,0.0371,122.227,0.25331
8578780,2023.01,2.449,0.142,2.411,0.240,13.590515470,0.000056340,0.10557,0.00307,49.7697,5.3173,221.290,0.19994
8581240,3111.02,0.609,0.042,0.661,0.058,4.328483030,0.000040920,0.05207,0.00142,410.8572,35.8837,40.680,0.35300
8581240,3111.01,0.827,0.055,0.908,0.086,10.768000740,0.000082530,0.09582,0.00257,124.5880,9.8266,40.680,0.56122
8583696,1275.01,3.334,0.101,4.079,0.287,50.286359770,0.000085160,0.26852,0.00622,16.1634,1.4105,53.280,0.01653
8590149,6182.02,1.672,0.161,1.339,0.180,28.684308000,0.001329000,0.16766,0.00438,12.2737,1.2308,203.926,0.03823
8590149,6182.01,1.398,0.137,1.153,0.141,19.240582100,0.000793500,0.12835,0.00326,21.5914,2.3986,203.926,0.29858
8591173,2181.01,1.914,0.158,1.383,0.142,12.288504600,0.000109200,0.09333,0.00254,29.4882,3.2991,152.659,0.64238
8591693,2123.01,2.277,0.104,2.396,0.201,29.455784100,0.000118700,0.18368,0.00446,26.5005,2.6452,99.078,0.01324
8608544,8159.02,1.964,0.106,2.293,0.214,353.018610000,0.011110000,1.00955,0.02645,1.6614,0.1564,64.600,0.06493
8609450,1278.01,2.500,0.157,2.827,0.257,24.805677500,0.000103300,0.16697,0.00475,45.1409,4.8692,106.715,0.00558
8609450,1278.03,1.176,0.093,1.312,0.151,9.220769100,0.000139600,0.08644,0.00229,165.7997,19.0398,106.715,0.04332
8609450,1278.04,1.263,0.095,1.419,0.170,13.639664800,0.000230400,0.11327,0.00301,96.7441,11.2442,106.715,0.11618
8609450,1278.02,2.800,0.184,3.215,0.289,44.347193600,0.000172300,0.24581,0.00664,20.8350,2.3079,106.715,0.24891
8611257,2931.01,3.008,0.530,2.025,0.411,99.253233600,0.000916000,0.37703,0.00988,1.9805,0.1868,118.781,2.56982
8612275,2111.01,1.515,0.074,1.419,0.115,3.289726319,0.000008626,0.04169,0.00124,412.1292,44.2502,166.635,0.04525
8612275,2111.02,2.401,0.220,2.194,0.255,7.186445940,0.000019330,0.07076,0.00165,144.9990,12.8546,166.635,0.79537
8612847,1264.01,3.653,0.371,2.925,0.371,14.131753090,0.000044620,0.10678,0.00300,40.5027,5.1132,191.154,1.49125
8613446,7069.01,1.563,0.180,1.371,0.203,1.014859810,0.000070690,0.01908,0.00048,1900.8131,227.9419,182.786,0.18021
8613769,5550.01,4.286,0.596,5.777,1.064,540.392670000,0.022410000,1.32761,0.04035,0.8336,0.1212,258.164,0.18161
8616637,579.01,1.871,0.232,1.439,0.183,2.019997006,0.000002758,0.02846,0.00080,415.8214,40.4168,94.658,0.53705
8616637,579.02,2.058,0.199,1.577,0.192,3.763041531,0.000006012,0.04311,0.00117,182.9039,14.0835,94.658,0.75668
8617363,2945.01,2.979,0.236,2.736,0.377,19.947527410,0.000079760,0.13761,0.00491,33.2343,5.0723,203.347,0.03402
8620402,3267.01,1.553,0.246,1.419,0.230,14.195962100,0.000120000,0.11310,0.00310,68.8817,7.4981,114.613,1.07307
8620565,1250.02,544.437,562.727,715.277,706.049,1.213672208,0.000002149,0.02266,0.00057,2663.2743,329.9153,356.150,3.15646
8624860,7072.01,0.880,0.068,1.207,0.140,15.390261300,0.000262800,0.12952,0.00353,148.5373,14.4036,63.646,0.13649
8625408,7073.01,23.531,436.179,34.391,596.038,279.036565000,0.008788000,0.88800,0.02534,3.0351,0.3193,44.144,11.01973
8625925,580.01,2.832,0.320,3.287,0.455,6.521209629,0.000008386,0.06875,0.00184,223.2748,23.5406,99.349,0.42757
8628665,3434.01,1.171,0.103,1.147,0.125,10.285637300,0.000113200,0.09155,0.00272,107.3551,13.0152,94.357,0.31261
8628758,1279.01,1.827,0.069,1.963,0.153,14.374575720,0.000033110,0.11587,0.00328,79.5940,8.1573,52.639,0.03646
8628758,1279.02,1.010,0.047,1.104,0.095,9.651883310,0.000058980,0.08831,0.00264,136.9107,12.4453,52.639,0.12518
8628973,916.01,4.140,0.298,3.703,0.359,3.314947362,0.000001705,0.04133,0.00106,321.1915,34.3404,114.192,0.84778
8630788,1258.03,5.003,0.951,6.498,1.360,148.272013000,0.000825400,0.54866,0.01508,3.5543,0.5570,169.548,0.55489
8630788,1258.02,2.508,0.401,3.225,0.593,14.646130580,0.000079590,0.11823,0.00346,81.6489,12.4120,169.548,0.66479
8630788,1258.01,5.994,0.583,7.684,0.871,36.337504530,0.000072620,0.21444,0.00578,23.1201,3.2928,169.548,1.16566
8631504,2503.01,1.317,0.058,1.044,0.093,14.820059600,0.000111900,0.10526,0.00308,25.2634,2.5665,63.005,0.05985
8636333,3349.01,2.343,0.188,2.803,0.312,82.175197000,0.001126000,0.37527,0.00936,9.8380,1.1429,129.962,0.01188
8636539,2656.01,1.230,0.098,1.578,0.208,6.773678920,0.000063320,0.07200,0.00209,312.2899,42.7961,98.915,0.19123
8636600,4478.01,1.489,0.122,1.163,0.129,6.386712060,0.000027620,0.06086,0.00178,82.7923,8.7376,119.234,0.00588
8637903,8276.01,2.598,0.290,3.462,0.418,385.858683000,0.005261000,1.09765,0.03176,1.8093,0.1693,113.888,1.20175
8639908,2700.01,2.082,0.148,1.499,0.143,0.910020582,0.000002287,0.01602,0.00301,662.2670,698.9160,194.402,1.38487
8644288,137.01,4.660,0.121,4.410,0.312,7.641567589,0.000001769,0.07231,0.00193,109.8534,9.2891,50.385,0.02568
8644288,137.02,5.603,0.164,5.316,0.316,14.858908520,0.000003808,0.11229,0.00311,46.1665,4.2645,50.385,0.19745
8644288,137.03,1.908,0.157,1.815,0.173,3.504691252,0.000003091,0.04293,0.00118,315.5773,27.5662,50.385,0.76883
8644365,3384.02,1.301,0.164,1.710,0.255,19.915886300,0.000120500,0.14653,0.00396,69.2101,6.4895,42.681,1.07053
8644365,3384.01,3.509,2.385,4.484,3.201,10.548413290,0.000054670,0.09697,0.00269,161.9960,16.0662,42.681,2.07059
8651389,1754.01,1.639,0.077,2.001,0.164,15.135904530,0.000061550,0.12208,0.00293,89.9818,8.2066,70.487,0.20698
8653134,6186.01,2.583,0.126,2.149,0.159,5.342641430,0.000020740,0.05390,0.00155,108.2170,11.4582,258.306,0.01717
8676148,2544.01,2.563,0.173,1.927,0.205,28.625350200,0.000255400,0.17010,0.00472,15.6120,1.9399,258.216,0.01716
8677057,7903.01,0.983,0.090,0.701,0.083,0.694611128,0.000003741,0.01334,0.00038,1019.7136,102.4224,198.056,0.14899
8678594,1261.01,7.111,0.434,9.718,1.008,133.460999000,0.000257100,0.52831,0.01482,5.9092,0.7281,137.070,0.22961
8678594,1261.02,2.269,0.364,2.984,0.559,15.194233590,0.000083430,0.12315,0.00368,106.1356,13.6645,137.070,0.99750
8680979,1891.02,1.685,0.100,1.333,0.122,8.259803520,0.000046860,0.07278,0.00176,64.2721,6.6214,143.501,0.14675
8680979,1891.01,2.695,0.119,2.148,0.157,15.955419130,0.000050980,0.11340,0.00311,26.9181,2.4334,143.501,0.31844
8681734,2340.01,1.623,0.087,1.436,0.120,7.684785040,0.000030770,0.07228,0.00217,108.2821,12.0622,97.341,0.03343
8681833,2865.01,1.188,0.096,1.291,0.150,1.311558909,0.000005764,0.02321,0.00068,1699.6305,187.5722,146.327,0.19177
8685497,1629.01,1.298,0.166,1.720,0.242,4.409667500,0.000011890,0.05412,0.00131,552.3144,51.3963,49.259,0.76435
8686097,374.01,2.568,0.094,3.140,0.243,172.704608300,0.000475300,0.62303,0.01563,3.8830,0.3608,25.468,0.00000
8686373,4066.01,2.444,0.300,3.311,0.475,126.557190000,0.001217000,0.52802,0.01495,9.5239,0.9315,60.199,1.98410
8686442,7074.01,1.589,2.856,1.521,2.477,26.855236500,0.000483000,0.16911,0.00447,22.4177,2.8405,131.413,0.45082
8689031,920.01,3.627,0.421,2.747,0.414,21.804516110,0.000047330,0.14139,0.00430,20.9643,2.1648,116.405,0.85887
8689373,921.01,3.253,0.172,2.714,0.279,10.281945930,0.000018840,0.08481,0.00239,51.0001,6.6843,154.877,0.16022
8689373,921.02,3.820,0.174,3.140,0.297,18.119930390,0.000037010,0.12365,0.00369,23.5887,2.9704,154.877,0.20454
8689373,921.03,2.236,0.279,1.836,0.260,3.784028670,0.000010760,0.04343,0.00113,192.7315,21.1567,154.877,0.68941
8689793,1893.01,1.534,0.059,2.036,0.180,3.554856338,0.000006658,0.04712,0.00144,740.7551,77.4713,57.860,0.20602
8692861,172.01,2.363,0.096,2.855,0.235,13.722368200,0.000018220,0.11402,0.00313,101.9959,10.9451,49.255,0.00719
8692861,172.02,1.849,0.087,2.215,0.200,242.467406000,0.002600000,0.77015,0.02114,2.2299,0.2315,49.255,0.17131
8695311,3042.01,1.955,0.237,2.454,0.381,31.025948900,0.000503900,0.19613,0.00569,35.5097,8.0330,180.727,0.12024
8709688,3019.02,0.861,0.077,1.082,0.114,2.012094000,0.000019450,0.03079,0.00089,1070.7826,118.7706,127.626,0.04846
8709688,3019.01,1.322,0.075,1.690,0.155,4.179390370,0.000028770,0.05063,0.00137,400.4259,40.4698,127.626,0.23283
