KIC,KOI,Rp/Rs,e_Rp/Rs,Radius,e_Radius,Period,e_Period,a,e_a,Flux,e_Flux,CDPP,b
6522242,855.01,15.393,0.695,13.804,1.346,41.408316686,0.000006580,0.22078,0.00584,11.0048,1.2128,111.682,0.29853
6525946,2093.03,1.138,0.083,1.276,0.146,0.496069986,0.000001637,0.01242,0.00034,8165.1463,1079.7328,133.873,0.25803
6525946,2093.02,1.414,0.103,1.578,0.172,2.508116000,0.000014540,0.03664,0.00106,937.7270,142.8479,133.873,0.47689
6525946,2093.01,2.401,0.361,2.740,0.514,6.783413250,0.000023870,0.07093,0.00210,249.7142,36.3266,133.873,0.78869
6527078,4657.01,0.695,0.044,0.625,0.059,7.576008860,0.000085260,0.07229,0.00190,111.7433,10.6976,39.450,0.27057
6527078,4657.02,0.994,0.172,0.860,0.166,10.431484700,0.000073800,0.08902,0.00234,73.5393,6.6379,39.450,1.53116
6541920,157.01,2.762,0.077,3.011,0.227,13.024933070,0.000012630,0.10817,0.00295,88.5832,7.3083,51.790,0.00368
6541920,157.06,1.751,0.063,1.943,0.169,10.304011320,0.000018350,0.09244,0.00239,120.4073,11.3399,51.790,0.01579
6541920,157.05,3.268,0.101,3.572,0.258,118.378673500,0.000316700,0.47326,0.01215,4.6289,0.5039,51.790,0.01593
6541920,157.02,3.075,0.114,3.368,0.309,22.687155000,0.000026450,0.15606,0.00393,42.4004,3.5317,51.790,0.02136
6541920,157.04,2.421,0.077,2.658,0.221,46.685620500,0.000112000,0.25150,0.00704,16.5876,1.4397,51.790,0.18918
6541920,157.03,3.907,0.183,4.314,0.435,31.995524850,0.000031090,0.19663,0.00574,27.0130,2.4341,51.790,0.60318
6543192,5297.01,0.863,0.076,0.808,0.096,8.090695200,0.000130500,0.07435,0.00238,99.5893,11.2577,85.706,0.11116
6551106,6731.01,1.174,0.133,1.378,0.210,3.846151710,0.000044670,0.04798,0.00147,488.6128,60.7730,163.802,0.10371
6584273,3287.01,1.816,0.091,2.300,0.164,51.110479700,0.000434400,0.27561,0.00834,19.5169,1.8552,69.490,0.02491
6586746,2747.01,1.894,0.085,1.442,0.122,6.264047740,0.000028100,0.05995,0.00176,80.6324,8.9515,155.298,0.19613
6587002,612.02,3.058,0.265,2.472,0.272,47.427711600,0.000129200,0.23660,0.00611,7.0039,0.5536,63.238,0.82194
6587002,612.01,2.756,0.280,2.182,0.262,20.739894060,0.000042800,0.13628,0.00374,21.2137,2.0719,63.238,0.85853
6587002,612.03,3.468,0.694,2.725,0.562,122.080495300,0.000567700,0.44542,0.01164,1.9535,0.1721,63.238,1.26582
6587105,2721.01,3.222,0.421,2.937,0.451,33.878639000,0.000218700,0.19739,0.00488,16.7074,1.5540,116.518,2.18743
6587280,857.01,2.968,0.118,2.496,0.184,5.715425977,0.000007779,0.05750,0.00158,115.3506,12.6159,141.110,0.31002
6587280,857.02,2.810,0.600,2.256,0.538,20.026141200,0.000127200,0.13259,0.00366,21.3981,2.4136,141.110,0.93387
6587796,3237.01,2.250,0.576,2.383,0.598,33.420300100,0.000666900,0.20160,0.00568,24.6632,2.2887,65.242,1.06476
6590726,6734.01,2.287,0.287,2.100,0.289,498.272690000,0.032290000,1.16374,0.02929,0.4411,0.0432,172.566,0.23344
6592335,4777.01,1.768,3.716,0.720,1.488,0.824000125,0.000002811,0.01266,0.00014,133.8077,5.5949,195.858,1.08732
6599919,858.01,19.965,22.988,18.589,21.513,13.610148190,0.000005969,0.10690,0.00288,53.7646,5.1955,157.993,1.29526
6599975,3438.01,1.002,0.060,1.129,0.092,14.556561800,0.000122200,0.12012,0.00308,104.0593,9.8322,57.763,0.02814
6603765,6739.01,1.663,0.458,1.321,0.372,19.164111000,0.000257700,0.12703,0.00297,20.2702,1.8221,130.726,0.87091
6604328,1736.01,2.477,0.233,2.649,0.324,31.003307200,0.000189500,0.19150,0.00543,24.4505,3.0443,190.292,0.13007
6605493,2559.01,1.093,0.063,1.211,0.102,9.309918340,0.000053870,0.08698,0.00263,158.7172,17.1369,52.668,0.52916
6606438,2860.01,3.025,0.280,3.006,0.427,103.426987300,0.000867600,0.42157,0.01090,4.7096,0.6172,185.042,0.00000
6607286,1239.01,1.600,0.088,1.540,0.147,0.783276173,0.000001269,0.01628,0.00041,3023.4405,334.3701,108.662,0.03983
6607286,1239.02,1.675,0.102,1.645,0.174,3.174058980,0.000010980,0.04118,0.00110,477.2172,59.0720,108.662,0.40064
6607447,1242.01,8.852,1.676,11.296,2.401,99.644278300,0.000107300,0.44032,0.01278,10.3943,1.0353,48.641,1.01928
6607644,4159.01,0.883,0.048,0.792,0.073,0.971915957,0.000003273,0.01813,0.00049,1537.6272,145.9595,75.619,0.66672
6614748,6745.01,2.165,0.244,3.426,0.487,383.853620000,0.018020000,1.12414,0.02725,2.5515,0.3246,138.368,0.13377
6615511,3306.01,1.874,0.196,2.470,0.309,25.159338900,0.000423600,0.17233,0.00421,48.5717,6.7802,158.787,0.02435
6616218,1692.02,0.933,0.136,0.856,0.130,2.461069620,0.000012800,0.03382,0.00092,472.4719,44.1844,46.014,0.65054
6616218,1692.01,3.161,0.215,2.786,0.263,5.960400011,0.000004390,0.06095,0.00140,144.3167,11.4860,46.014,1.12118
6619815,3361.01,2.439,0.163,2.968,0.364,65.940786900,0.000870300,0.32070,0.00981,11.5643,1.9387,140.598,0.28852
6634112,5308.01,28.667,16.447,36.937,19.309,9.942228056,0.000000687,0.08790,0.00210,100.1681,8.2176,121.427,0.58557
6636320,2989.01,1.710,0.114,1.427,0.136,6.331252280,0.000038020,0.06215,0.00159,108.6366,10.4932,183.717,0.08428
6664842,6750.01,0.875,0.091,0.941,0.118,5.213950460,0.000099360,0.05911,0.00162,312.2637,31.5623,104.941,0.18441
6665064,6751.01,2.504,0.217,2.952,0.338,24.996068000,0.003803000,0.16797,0.00537,40.4137,4.3886,178.786,0.40036
6665695,561.01,2.396,0.169,1.796,0.164,5.378868001,0.000007690,0.05521,0.00152,119.8674,11.6782,84.709,1.12119
6670610,6752.01,1.531,0.535,1.002,0.353,8.942964500,0.000129300,0.07284,0.00084,20.6171,1.0087,191.667,0.05427
6677841,1236.01,3.238,0.259,4.615,0.474,35.735361600,0.000122400,0.23027,0.00587,55.2255,5.7173,120.353,1.73261
6677841,1236.02,2.191,0.202,3.184,0.373,12.309716790,0.000047860,0.11256,0.00279,236.4671,21.2539,120.353,1.75868
6677841,1236.03,2.951,0.266,4.226,0.460,54.420540700,0.000285600,0.30365,0.00774,31.5697,2.9663,120.353,2.28886
6677841,1236.04,2.388,0.369,3.428,0.607,98.353149000,0.001793000,0.45127,0.01141,14.2496,1.3657,120.353,4.18671
6685526,861.01,1.747,0.084,1.266,0.107,2.237489571,0.000005022,0.03055,0.00078,348.1671,28.5716,142.456,0.11931
6690082,1240.01,1.625,0.070,1.615,0.166,2.139556300,0.000003111,0.03180,0.00085,775.7435,74.7535,74.739,0.33767
6690082,1240.02,2.592,0.382,2.514,0.431,4.807103254,0.000005897,0.05459,0.00144,264.2314,22.1288,74.739,0.68973
6690171,3320.01,24.276,1.229,21.160,1.696,85.062415700,0.000029760,0.34972,0.00986,3.1591,0.3592,188.087,0.54553
6690836,2699.01,1.914,0.065,1.522,0.116,0.568874717,0.000000570,0.01231,0.00034,2201.0714,243.2760,163.338,0.04427
6691169,4890.01,3.897,491.860,4.643,646.496,63.095068000,0.002258000,0.32487,0.00898,17.7199,3.1561,157.175,4.20414
6693640,1245.01,1.808,0.086,2.208,0.181,13.719384260,0.000049120,0.11553,0.00354,117.8798,12.9675,62.392,0.02523
6697817,3508.01,1.699,0.126,1.607,0.173,190.800788000,0.002576000,0.64196,0.01657,2.3274,0.2553,69.597,0.05045
6705026,3374.01,0.993,0.067,1.288,0.141,9.508487100,0.000115600,0.09183,0.00218,216.3922,18.7747,68.795,0.13037
6705026,3374.02,1.164,0.095,1.482,0.179,34.108656200,0.000704500,0.21571,0.00625,39.1410,3.5015,68.795,0.28936
6705142,1758.01,3.876,0.329,3.359,0.396,5.597282490,0.000014120,0.05779,0.00181,150.9601,22.8694,318.618,0.30462
6707833,563.01,1.922,0.174,2.622,0.295,15.284677250,0.000064040,0.12488,0.00330,104.0069,11.2762,73.561,1.17994
6707835,666.01,2.890,0.262,2.787,0.299,22.248146170,0.000036610,0.15161,0.00397,34.0971,3.0635,53.180,1.27535
6716021,2679.01,11.299,4821.353,15.613,6359.342,110.755627200,0.000515500,0.47558,0.01312,9.0949,0.9170,193.654,0.93020
6717252,4651.01,0.760,0.056,0.760,0.078,1.192600170,0.000006681,0.02135,0.00057,1671.9489,177.3493,97.991,0.01106
6719052,5320.01,1.705,0.146,4.345,0.512,357.437578000,0.009596000,1.18823,0.03655,8.0370,0.7336,78.685,0.08738
6719086,1357.01,3.045,0.174,2.572,0.239,3.014330766,0.000005500,0.03711,0.00108,244.8832,26.9565,203.331,0.00972
6755944,4072.01,0.960,0.107,1.171,0.163,0.692978457,0.000001489,0.01579,0.00041,6260.7439,712.5195,43.555,1.28934
6763884,6763.01,0.545,0.048,0.554,0.071,2.446938230,0.000010670,0.03548,0.00082,811.0350,63.9722,31.902,0.28617
6765135,2592.01,2.757,0.476,3.220,0.598,175.603366000,0.003232000,0.63094,0.01900,3.5889,0.3754,103.568,1.99876
6767840,2506.01,1.755,0.104,1.692,0.170,8.679037000,0.000039760,0.08118,0.00194,121.6035,15.7001,133.119,0.17196
6768616,6765.01,1.290,0.119,1.311,0.164,13.056090000,0.000178900,0.10718,0.00330,70.9671,8.5107,130.325,0.07613
6773862,1868.01,3.761,0.425,2.385,0.279,17.760765240,0.000026970,0.11371,0.00116,7.3776,0.3506,131.056,0.36669
6774537,2146.01,1.841,0.075,1.377,0.134,2.949029106,0.000007720,0.03569,0.00093,193.7755,20.7270,155.188,0.04175
6774880,2062.01,2.791,0.291,2.828,0.378,34.351133900,0.000151200,0.20416,0.00525,22.4102,2.2937,97.319,1.19348
6776401,1847.01,3.048,0.122,2.260,0.172,26.853236470,0.000066910,0.15745,0.00414,12.7009,1.3445,118.560,0.00802
6779260,2678.02,0.680,0.664,0.516,0.524,2.216590500,0.000330000,0.03103,0.00092,466.3441,48.3135,73.616,0.50165
6779260,2678.01,2.702,0.337,2.066,0.304,3.833087643,0.000005489,0.04460,0.00107,226.2545,23.5998,73.616,1.36754
6779726,3375.01,2.806,0.235,2.203,0.257,47.056332700,0.000706700,0.23743,0.00711,7.4249,0.9254,219.851,0.32753
6784235,863.01,2.805,0.217,2.800,0.342,3.167893418,0.000003869,0.04089,0.00108,441.0786,44.6208,145.099,0.01995
6786224,4850.01,0.822,0.063,0.762,0.090,3.041851570,0.000018690,0.03989,0.00114,449.7555,42.2115,63.582,0.10215
6786348,1749.01,2.444,0.243,3.107,0.465,26.964501000,0.000154000,0.17646,0.00489,36.2051,5.9612,163.975,0.00521
6792908,4341.01,0.974,0.060,1.889,0.176,10.778313000,0.000158800,0.10770,0.00308,458.5338,40.8041,64.096,0.55322
6837146,1362.01,3.664,0.383,3.241,0.449,20.513601920,0.000083450,0.13697,0.00406,23.9754,2.9559,199.656,0.69248
6838050,512.01,2.410,0.097,2.471,0.185,6.510030010,0.000013190,0.06627,0.00167,160.9054,17.3136,130.440,0.02207
6839010,4674.01,0.859,0.159,1.023,0.191,4.843500030,0.000043840,0.05653,0.00141,376.7946,38.1287,55.628,1.67634
6842345,6774.01,25.719,1.971,27.139,3.110,17.381622400,0.000001255,0.13017,0.00327,61.0824,7.9304,157.499,0.34422
6842682,2649.01,1.339,0.086,1.329,0.123,7.561261520,0.000042570,0.07354,0.00191,149.3350,17.1617,94.825,0.20367
6846911,2477.01,2.333,0.278,2.273,0.335,14.026346920,0.000039970,0.11127,0.00286,66.9941,6.5707,86.246,0.48691
6849046,201.01,8.559,0.211,8.558,0.600,4.225384543,0.000000269,0.04967,0.00152,323.1164,30.1616,60.013,0.06332
6849310,864.01,3.332,0.188,3.053,0.256,4.311780262,0.000004342,0.04981,0.00148,258.3470,26.9722,150.485,0.18439
6849310,864.02,2.864,0.169,2.633,0.263,20.050449400,0.000088260,0.13833,0.00367,33.1194,3.9330,150.485,0.38751
6849310,864.03,2.820,0.431,2.569,0.452,9.767345030,0.000030520,0.08531,0.00216,84.3347,9.4235,150.485,0.80677
6850504,70.02,1.923,0.048,1.703,0.120,3.696121272,0.000002394,0.04481,0.00124,315.2257,30.9379,42.257,0.01516
6850504,70.05,0.970,0.050,0.868,0.072,19.577607300,0.000142700,0.13596,0.00367,34.9978,3.1711,42.257,0.03450
6850504,70.03,2.805,0.078,2.517,0.178,77.611442700,0.000153600,0.34017,0.00940,5.5646,0.5603,42.257,0.08646
6850504,70.04,0.919,0.045,0.824,0.069,6.098556030,0.000025360,0.06260,0.00174,164.3033,15.4984,42.257,0.20543
6850504,70.01,3.222,0.117,2.907,0.219,10.854095934,0.000004977,0.09259,0.00258,77.1546,6.7315,42.257,0.45395
6859546,6777.01,1.398,0.153,0.981,0.136,13.445017400,0.000126100,0.09754,0.00249,25.8319,2.3273,144.036,0.38003
6862328,865.01,8.415,0.432,7.497,0.751,119.020704400,0.000117900,0.45614,0.01178,3.1203,0.3689,137.272,0.07607
6862721,1982.01,2.578,0.194,1.930,0.219,4.887531110,0.000021740,0.05148,0.00144,130.9331,14.7426,244.931,0.11543
6863158,7793.01,0.863,0.095,0.510,0.057,1.994693540,0.000049910,0.02610,0.00028,111.1779,5.8643,198.338,2.56433
6863998,867.01,4.358,0.359,3.394,0.414,16.085189370,0.000030220,0.11331,0.00286,26.2959,2.4226,171.347,1.48758
6867155,868.01,16.146,0.383,11.677,0.827,235.998639900,0.000277300,0.65532,0.12898,0.3330,1.0281,136.774,0.81608
6867219,6783.01,1.394,0.159,1.163,0.164,11.849635100,0.000204200,0.09665,0.00271,62.0071,8.0310,150.895,0.66997
6869184,1732.01,3.132,0.222,3.227,0.393,43.316742700,0.000235600,0.23312,0.00619,13.2222,1.3093,198.858,0.02533
6871071,2220.01,1.185,0.074,1.572,0.163,3.282802400,0.000012810,0.04445,0.00112,753.8872,83.9677,77.099,0.14890
6871071,2220.04,1.054,0.072,1.395,0.142,7.664629130,0.000072960,0.07742,0.00170,247.0401,26.6853,77.099,0.17205
6871071,2220.05,1.181,0.085,1.548,0.158,11.929456800,0.000124000,0.10483,0.00316,134.2184,14.5502,77.099,0.18494
6871071,2220.03,1.130,0.065,1.503,0.144,1.897828815,0.000006301,0.03072,0.00072,1594.4096,175.0625,77.099,0.21522
6871071,2220.02,1.342,0.071,1.740,0.163,5.028182530,0.000020490,0.05881,0.00135,435.1661,37.2171,77.099,0.27235
6875342,5332.01,1.018,0.121,1.369,0.207,22.238106200,0.000749200,0.16081,0.00454,72.7189,8.6126,78.675,0.11648
6878408,6786.01,3.358,0.382,3.604,0.570,455.623950000,0.026220000,1.13372,0.02849,0.6251,0.0870,183.397,0.27594
6879171,4188.01,0.831,0.043,0.877,0.069,6.963526990,0.000038460,0.07141,0.00166,215.9818,20.4009,68.119,0.08023
6880517,3305.01,3.081,0.214,2.326,0.269,65.649100100,0.000713000,0.29080,0.00829,4.0865,0.5635,249.439,0.04262
6887030,7795.01,1.322,0.240,1.089,0.223,5.440857620,0.000048800,0.05651,0.00153,139.1369,12.7898,199.927,0.78206
6921944,2114.01,3.081,0.382,1.961,0.245,4.421566535,0.000009726,0.04490,0.00049,47.7626,2.2885,220.289,1.52167
6922244,10.01,10.075,0.335,15.504,1.217,3.522498429,0.000000198,0.04890,0.00134,1228.3751,128.2650,73.219,0.56994
6922710,2087.01,1.353,0.179,1.420,0.216,23.127417100,0.000156700,0.15987,0.00403,45.3132,4.2159,40.173,0.98395
6924203,1370.01,2.124,0.108,2.348,0.237,6.883376100,0.000018170,0.06987,0.00184,190.2948,19.1789,130.715,0.04261
6929841,3026.01,1.522,0.111,1.238,0.134,3.515754920,0.000013890,0.04104,0.00106,190.1344,18.3975,139.431,0.03459
6932987,1366.01,3.256,0.337,2.732,0.371,19.254040230,0.000051310,0.13215,0.00378,30.4134,3.6606,154.320,0.67879
6932987,1366.02,4.034,0.551,3.248,0.533,54.155838400,0.000277000,0.26405,0.00762,7.5900,0.9556,154.320,1.45093
6933567,2643.01,1.714,0.114,1.461,0.137,9.082334110,0.000043180,0.07967,0.00212,67.9737,7.0644,119.412,0.15302
6934291,1367.01,1.826,0.077,1.343,0.115,0.567856484,0.000000446,0.01207,0.00035,1921.9266,237.2009,123.414,0.28020
6936909,1363.02,2.158,0.467,2.659,0.570,5.700706260,0.000021470,0.06285,0.00188,292.6611,38.6175,182.180,0.35598
6936909,1363.01,2.269,0.317,2.768,0.416,3.546531809,0.000009977,0.04553,0.00114,562.7637,72.7416,182.180,0.53720
6937529,4382.01,0.774,0.062,1.097,0.119,2.946489350,0.000025140,0.04311,0.00120,1460.9129,134.4787,66.750,0.00901
6937529,4382.02,0.675,0.052,0.965,0.103,3.981670880,0.000052620,0.05269,0.00163,963.1858,105.0801,66.750,0.16519
6939913,5337.01,3.085,0.352,2.801,0.377,470.653570000,0.010340000,1.14603,0.03133,0.5415,0.0599,175.963,0.23712
6941084,2348.01,2.732,0.143,2.707,0.260,85.735720200,0.000831200,0.37405,0.00995,6.1135,0.6672,150.390,0.02781
6945786,3136.01,1.359,0.080,0.990,0.100,2.391619660,0.000011990,0.03122,0.00079,263.5473,25.2592,173.107,0.29678
6946199,1359.01,3.778,0.195,3.899,0.377,37.101141800,0.000118700,0.21201,0.00603,17.4881,1.6371,116.578,0.37472
6946199,1359.02,7.639,0.340,7.808,0.857,104.820586800,0.000232900,0.42429,0.01162,4.4431,0.4620,116.578,0.83621
6947623,6793.01,0.996,0.081,0.811,0.086,3.626573920,0.000024860,0.04305,0.00103,231.9822,20.2781,98.362,0.22781
6947668,3455.01,1.653,0.142,1.339,0.169,14.054571800,0.000160700,0.10636,0.00290,40.5454,4.2984,167.738,0.12786
6948054,869.01,3.279,0.153,2.507,0.211,7.490183050,0.000011810,0.06810,0.00186,72.5124,7.3057,196.700,0.01644
6948054,869.02,3.859,0.188,3.032,0.292,36.276123800,0.000105500,0.19619,0.00496,8.6414,0.9959,196.700,0.02820
6948054,869.04,2.159,0.120,1.681,0.145,3.219814777,0.000005531,0.03876,0.00113,218.0254,23.2813,196.700,0.05218
6948054,869.03,2.961,0.399,2.296,0.361,17.460879310,0.000052780,0.11990,0.00318,22.9330,2.3852,196.700,0.39777
6949061,1960.01,1.621,0.217,2.083,0.284,8.968470340,0.000030920,0.08640,0.00210,188.6607,17.1799,58.398,0.63008
6949061,1960.02,1.692,0.217,2.071,0.329,23.221811500,0.000107200,0.16353,0.00429,52.3627,5.7262,58.398,0.88278
6949607,870.02,2.915,0.108,1.965,0.143,8.985819010,0.000014370,0.07817,0.01365,26.2827,19.7508,141.628,0.00868
6949607,870.01,3.054,0.106,2.049,0.142,5.912273234,0.000007039,0.05638,0.01091,50.5179,36.2797,141.628,0.15860
6949898,3031.01,1.388,0.095,1.204,0.123,7.648094620,0.000056070,0.07158,0.00180,98.6647,10.7269,114.585,0.18412
6955671,3329.01,2.018,0.368,2.705,0.517,12.687817600,0.000219400,0.11024,0.00316,133.7891,20.8568,163.666,1.64353
6962109,2182.01,2.911,0.170,2.260,0.211,17.132631250,0.000078920,0.11949,0.00312,26.7023,2.5847,165.406,0.23092
6962977,1364.03,2.613,0.191,2.235,0.250,11.978844090,0.000057450,0.09530,0.00291,47.1783,5.9851,178.431,0.06978
6962977,1364.05,1.610,0.118,1.400,0.156,2.580832640,0.000012230,0.03412,0.00095,370.3051,42.8971,178.431,0.15035
6962977,1364.01,2.815,0.191,2.403,0.282,20.834149700,0.000130000,0.13874,0.00334,22.8442,2.8132,178.431,0.26507
6962977,1364.02,2.621,0.156,2.240,0.252,7.055658400,0.000021320,0.06702,0.00203,94.3458,10.2598,178.431,0.29064
6962977,1364.04,1.826,0.119,1.557,0.176,3.715455930,0.000019330,0.04343,0.00118,224.8960,28.3292,178.431,0.33199
6964929,2756.02,0.967,0.073,1.019,0.118,5.069932450,0.000077500,0.05730,0.00133,295.8241,31.1882,93.656,0.34842
6964929,2756.01,1.039,0.046,1.132,0.097,0.665025941,0.000001534,0.01473,0.00039,4436.5450,450.4177,93.656,0.48742
6974658,2925.01,1.058,0.145,0.891,0.132,0.716531851,0.000001284,0.01482,0.00037,2343.6544,229.9192,66.413,0.78550
7008211,2102.01,3.939,0.218,3.013,0.283,187.746606000,0.001460000,0.59126,0.01685,1.0329,0.1129,180.952,0.00000
7009548,5341.01,1.721,0.178,1.834,0.229,15.185755820,0.000042900,0.12345,0.00314,95.7620,10.5764,117.781,0.06855
7017274,3209.02,0.815,0.050,1.824,0.173,6.770676370,0.000057340,0.08110,0.00221,1070.2318,98.1742,72.610,0.11484
7017274,3209.01,1.125,0.053,2.518,0.223,11.912566750,0.000085080,0.11819,0.00335,509.1060,53.6817,72.610,0.13301
7017372,3689.01,9.814,0.342,13.100,0.938,5.240883670,0.000022760,0.06203,0.00148,521.9775,37.8919,61.255,0.61595
7019524,2877.01,1.129,0.072,1.151,0.109,5.308739780,0.000045500,0.05835,0.00152,237.3088,25.6697,91.126,0.16073
7021681,255.01,4.854,0.209,3.063,0.159,27.521947720,0.000030580,0.15242,0.00152,4.0207,0.1747,138.058,0.35265
7021681,255.02,1.470,0.309,0.934,0.199,13.603208100,0.000183200,0.09554,0.00107,10.2445,0.4295,138.058,0.96057
7031517,871.01,31.331,9.640,43.115,14.089,12.940668656,0.000003352,0.11254,0.00282,130.4459,13.9957,221.959,0.44066
7033233,2339.01,1.655,0.086,1.157,0.104,2.032318856,0.000004589,0.02725,0.00066,256.4085,24.0127,145.060,0.00581
7040629,671.01,1.213,0.044,1.521,0.123,4.228652170,0.000010750,0.05282,0.00140,632.1121,46.8193,49.865,0.00953
7040629,671.02,1.103,0.050,1.365,0.120,7.466620680,0.000034110,0.07771,0.00228,287.4943,22.7305,49.865,0.23715
7040629,671.03,1.162,0.050,1.440,0.122,16.259519670,0.000098710,0.13083,0.00314,103.4726,9.1800,49.865,0.27926
7040629,671.04,0.979,0.049,1.254,0.103,11.131790100,0.000082700,0.10102,0.00248,170.5241,16.1232,49.865,0.29507
7045496,1939.01,2.705,0.150,2.284,0.216,13.474727420,0.000044620,0.10366,0.00273,41.2219,3.5301,163.071,0.01830
7046804,205.01,10.334,0.314,8.972,0.725,11.720123999,0.000001574,0.09360,0.00258,49.2515,5.1115,87.566,0.54778
7047363,2432.01,2.514,0.190,2.066,0.220,31.057294700,0.000230300,0.17852,0.00497,11.5369,1.5124,209.770,0.22923
7047824,2806.01,2.574,0.467,1.950,0.384,24.754384900,0.000136500,0.14616,0.00362,9.8487,0.9625,164.172,0.73888
7050989,312.02,1.478,0.055,2.186,0.178,16.399264610,0.000033730,0.13603,0.00400,147.4333,15.3171,31.023,0.06080
7050989,312.01,1.586,0.053,2.376,0.206,11.578909260,0.000017930,0.10794,0.00313,233.6536,23.2771,31.023,0.17973
7090524,2920.01,1.298,0.222,1.383,0.230,6.739682890,0.000063970,0.06842,0.00172,191.6029,16.5445,106.222,0.98109
7091432,3353.01,2.124,0.350,2.110,0.380,11.555324450,0.000076100,0.09528,0.00244,66.5224,6.1712,114.980,2.19786
7094944,4859.01,1.533,0.141,1.048,0.128,7.501974300,0.000113600,0.06556,0.00184,44.9146,4.4817,234.929,0.44234
7098255,4762.01,1.861,0.144,1.199,0.141,11.567225890,0.000097330,0.09366,0.01661,16.7478,62.0781,202.866,0.20990
7098355,454.01,3.272,0.308,2.926,0.339,29.007891660,0.000084750,0.17139,0.00484,15.2665,1.4412,102.360,1.05502
7102227,1360.03,1.130,0.090,0.826,0.080,0.764017553,0.000003767,0.01457,0.00040,1247.9364,126.9201,162.684,0.39350
7102227,1360.01,3.807,0.556,2.789,0.460,36.770493500,0.000128500,0.19362,0.00518,7.0045,0.6891,162.684,0.56489
7102227,1360.02,3.156,0.413,2.252,0.345,14.589324290,0.000043400,0.10449,0.00279,24.7313,2.6498,162.684,0.62074
7102316,2028.03,3.010,0.227,2.463,0.285,142.545000000,0.002746000,0.49928,0.01347,1.8852,0.2811,209.383,0.02284
7102316,2028.01,3.813,0.227,3.071,0.402,57.248851800,0.000324000,0.27225,0.00845,6.4334,0.9491,209.383,0.02512
7102316,2028.02,3.651,0.597,2.928,0.597,37.055172600,0.000260800,0.20351,0.00621,11.7204,1.4193,209.383,1.68155
7103300,6819.01,0.694,0.102,0.812,0.133,3.226232203,0.000009005,0.04466,0.00127,989.2888,97.4901,18.204,0.00707
7106173,3083.03,0.584,0.042,0.688,0.063,8.294292900,0.000151800,0.08192,0.00232,202.4334,21.2670,43.870,0.00527
7106173,3083.02,0.556,0.041,0.621,0.071,6.232123300,0.000125000,0.06778,0.00172,290.3699,25.6155,43.870,0.25177
7106173,3083.01,0.725,0.046,0.841,0.075,10.183182330,0.000098110,0.09362,0.00265,149.1579,14.8651,43.870,0.34711
7107802,2420.01,1.442,0.075,1.503,0.115,10.417287220,0.000066950,0.09193,0.00241,104.4648,10.3850,90.932,0.11581
